"","politician_name","vcard","url"
"1414","Peter A. Peyser","Peter A. PeyserMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1979 – January 3, 1983Preceded byBruce F. CaputoSucceeded bySamuel S. Stratton(redistricting)Constituency23rd districtIn officeJanuary 3, 1971 – January 3, 1977Preceded byRichard OttingerSucceeded byBruce F. CaputoConstituency25th district (1971–73)23rd district (1973–77)
Personal detailsBorn(1921-09-07)September 7, 1921Cedarhurst, New YorkDiedOctober 9, 2014(2014-10-09) (aged 93)Irvington, New YorkPolitical partyRepublican (until 1977) Democratic (1977–2014)Spouse(s)Marguerite RichardsChildren5; PennyAlma materColgate University","https://en.wikipedia.org/wiki/Peter_A._Peyser"
"1415","John H. Terry","John Hart TerryMember of the U.S. House of Representativesfrom New York's 34th districtIn officeJanuary 3, 1971 – January 3, 1973Preceded byJames M. HanleySucceeded byFrank HortonMember of the New York State Assemblyfrom the 121st districtIn officeJanuary 1, 1967 – December 31, 1970Preceded byVerner M. IngramSucceeded byThomas J. MurphyMember of the New York State Assemblyfrom the 134th districtIn officeJanuary 1, 1966 – December 31, 1966Preceded bynew districtSucceeded byCharles F. StockmeisterMember of the New York State Assemblyfrom the Onondaga County, 2nd districtIn officeJanuary 1, 1963 – December 31, 1965Preceded byGeorge P. SavageSucceeded bydistrict abolished
Personal detailsBorn(1924-11-14)November 14, 1924Syracuse, New York, U.S.DiedOctober 20, 2001(2001-10-20) (aged 76)Syracuse, New York, U.S.Political partyRepublicanSpouse(s)Catherine Jean TerryChildren4Alma materUniversity of Notre Dame Syracuse University College of Law","https://en.wikipedia.org/wiki/John_H._Terry"
"1416","Jack Kemp","Jack Kemp9th United States Secretary of Housing and Urban DevelopmentIn officeFebruary 13, 1989 – January 20, 1993PresidentGeorge H. W. BushPreceded bySamuel PierceSucceeded byHenry CisnerosChair of the House Republican ConferenceIn officeJanuary 3, 1981 – June 4, 1987LeaderRobert H. MichelPreceded bySamuel L. DevineSucceeded byDick CheneyMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1971 – January 3, 1989Preceded byRichard D. McCarthySucceeded byBill PaxonConstituency39th district (1971–73)38th district (1973–83)31st district (1983–89)
Personal detailsBornJack French Kemp(1935-07-13)July 13, 1935Los Angeles, California, U.S.DiedMay 2, 2009(2009-05-02) (aged 73)Bethesda, Maryland, U.S.Political partyRepublicanSpouse(s)Joanne MainChildren4, including Jeff and JimmyEducationOccidental College (BA)Military serviceAllegiance United StatesBranch/service United States ArmyYears of service1958–1962RankPrivateUnitU.S. Army ReserveFootball careerNo. 15Position:QuarterbackPersonal informationHeight:6 ft 1 in (1.85 m)Weight:201 lb (91 kg)Career informationHigh school:Los Angeles (CA) FairfaxCollege:OccidentalNFL Draft:1957 / Round: 17 / Pick: 203Career history
 
Detroit Lions (1957)*
Pittsburgh Steelers (1957)
Calgary Stampeders (1959)
Los Angeles / San Diego Chargers (1960–1962)
Buffalo Bills (1962–1969) * Offseason and/or practice squad member only
Career highlights and awards
 
2× AFL champion (1964, 1965)
7× AFL All-Star (1961–1966, 1969)
5× First-team All-AFL (1960, 1961, 1963, 1965, 1966)
AFL Most Valuable Player (1965)
Buffalo Bills Wall of Fame
Career NFL statisticsTD–INT:114–183Yards:21,218Passer rating:57.3Player stats at NFL.comPlayer stats at PFR","https://en.wikipedia.org/wiki/Jack_Kemp"
"1417","Elizabeth Holtzman","Elizabeth Holtzman40th Comptroller of New York CityIn officeJanuary 1, 1990 – December 31, 1993MayorDavid DinkinsPreceded byHarrison GoldinSucceeded byAlan HevesiDistrict Attorney of Kings CountyIn officeJanuary 1, 1982 – December 31, 1989Preceded byEugene GoldSucceeded byCharles J. HynesMember of the U.S. House of Representativesfrom New York's 16th districtIn officeJanuary 3, 1973 – January 3, 1981Preceded byJohn MurphySucceeded byChuck Schumer
Personal detailsBorn (1941-08-11) August 11, 1941 (age 78)New York City, New York, U.S.Political partyDemocraticEducationHarvard University (BA, JD)","https://en.wikipedia.org/wiki/Elizabeth_Holtzman"
"1418","Benjamin Gilman","Benjamin GilmanChair of the House International Relations CommitteeIn officeJanuary 3, 1995 – January 3, 2001Preceded byLee H. HamiltonSucceeded byHenry HydeMember of the U.S. House of Representativesfrom New YorkIn officeJanuary 3, 1973 – January 3, 2003Preceded byOgden ReidSucceeded byJohn E. SweeneyConstituency26th district (1973–1983)22nd district (1983–1993)20th district (1993–2003)Member of the New York State Assembly from the 95th districtIn officeJanuary 1, 1967 – December 31, 1972Preceded byBenjamin AltmanSucceeded byEugene Levy
Personal detailsBornBenjamin Arthur Gilman(1922-12-06)December 6, 1922Poughkeepsie, New YorkDiedDecember 17, 2016(2016-12-17) (aged 94)Wappingers Falls, New YorkPolitical partyRepublicanSpouse(s)Jane Prizant (divorced, 1954–1978; 5 children)Rita Kelhofer (divorced; 1984–1997) Georgia Tingus (1997-2016; his death)","https://en.wikipedia.org/wiki/Benjamin_A._Gilman"
"1419","Donald J. Mitchell","Donald J. MitchellMember of the U.S. House of Representativesfrom New York's 31st districtIn officeJanuary 3, 1973 – January 3, 1983Preceded byAlexander PirnieSucceeded byDavid O'Brien MartinMember of the New York State Assemblyfrom the Herkimer County districtIn officeJanuary 1, 1965 – December 31, 1965Preceded byLeo A. LawrenceSucceeded byDistrict abolishedIn officeJanuary 1, 1966 – December 31, 1966Preceded bynew districtSucceeded byLouis H. FolmerIn officeJanuary 1, 1967 – November 7, 1972Preceded byHarvey M. LifsetSucceeded byK. Daniel Haley
Personal detailsBorn(1923-05-08)May 8, 1923Ilion, New YorkDiedSeptember 27, 2003(2003-09-27) (aged 80)Little Falls, New YorkPolitical partyRepublicanSpouse(s)Margaretta ""Gretta"" Mitchell(née:Margaretta Wilson LeVee)- m. 1945–2003, his deathChildren3Alma materHobart College / Columbia Univ.Occupationelected official / optometrist","https://en.wikipedia.org/wiki/Donald_J._Mitchell"
"1420","William F. Walsh","William Francis WalshMember of the U.S. House of Representativesfrom New York's 33rd districtIn officeJanuary 3, 1973 – January 3, 1979Preceded byHoward W. RobisonSucceeded byGary A. Lee48th Mayor of SyracuseIn office1961–1969Preceded byDonald H. MeadSucceeded byLee Alexander
Personal detailsBorn(1912-07-11)July 11, 1912Syracuse, New YorkDiedJanuary 8, 2011(2011-01-08) (aged 98)Marcellus, New YorkPolitical partyRepublicanSpouse(s)Mary Dorsey WalshChildrenJames T. Walsh and 6 othersAlma materSt. Bonaventure University, University at Buffalo, St. Bonaventure CollegeMilitary serviceAllegianceUnited StatesBranch/serviceUnited States Army Air ForcesYears of service1941–1946RankCaptainUnitUnited States Army Air ForcesBattles/warsWorld War II","https://en.wikipedia.org/wiki/William_F._Walsh"
"1421","Thomas Downey","Thomas DowneyMember of the U.S. House of Representativesfrom New York's 2nd districtIn officeJanuary 3, 1975 – January 3, 1993Preceded byJames R. Grover, Jr.Succeeded byRick Lazio
Personal detailsBornThomas Joseph Downey (1949-01-28) January 28, 1949 (age 71)Ozone Park, Queens, New York CityPolitical partyDemocraticSpouse(s)Carol BrownerEducationCornell UniversitySt. John's University School of LawWashington College of LawProfessionAttorney, Lobbyist","https://en.wikipedia.org/wiki/Thomas_J._Downey"
"1422","Jerome Ambro","Jerome Anthony Ambro, Jr.Member of the U.S. House of Representativesfrom New York's 3rd districtIn officeJanuary 3, 1975 – January 3, 1981Preceded byAngelo D. RoncalloSucceeded byGregory W. Carman
Personal detailsBorn(1928-06-27)June 27, 1928Brooklyn, New YorkDiedMarch 4, 1993(1993-03-04) (aged 64)Alexandria, VirginiaPolitical partyDemocratic PartySpouse(s)Helen McCooey Ambro
Antoinette Salatto AmbroChildrenCathleen Ambro
David Ambro

Richard AmbroAlma materNew York UniversityOccupationpolitician
environmentalistMilitary serviceAllegiance United StatesBranch/service United States ArmyRanksergeantUnitMilitary PoliceBattles/warsKorean War","https://en.wikipedia.org/wiki/Jerome_Ambro"
"1423","Joseph P. Addabbo","Joseph P. AddabboMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1961 – April 10, 1986Preceded byAlbert H. BoschSucceeded byAlton WaldonConstituency5th district (1961–63)7th district (1963–83)6th district (1983–86)
Personal detailsBorn(1925-03-17)March 17, 1925Queens, New YorkDiedApril 10, 1986(1986-04-10) (aged 61)Washington, D.C.Political partyDemocraticChildrenThree, including Joseph Addabbo Jr.Alma materCity College of New York St. John's Law School","https://en.wikipedia.org/wiki/Joseph_P._Addabbo"
"1424","Stephen Solarz","Stephen SolarzMember of the U.S. House of Representativesfrom New York's 13th districtIn officeJanuary 3, 1975 – January 3, 1993Preceded byBertram L. PodellSucceeded bySusan MolinariMember of the New York State Assemblyfrom the 45th districtIn officeJanuary 1, 1969 – December 31, 1974Preceded byMax M. TurshenSucceeded byChuck Schumer
Personal detailsBornStephen Joshua Solarz(1940-09-12)September 12, 1940New York CityDiedNovember 29, 2010(2010-11-29) (aged 70)Washington, D.C.Resting placeCongressional CemeteryPolitical partyDemocraticSpouse(s)Nina Koldin","https://en.wikipedia.org/wiki/Stephen_J._Solarz"
"1425","Fred Richmond","Fred RichmondMember of the U.S. House of Representativesfrom New York's 14th districtIn officeJanuary 3, 1975 – August 25, 1982Preceded byJohn J. RooneySucceeded byGuy Molinari
Personal detailsBornFrederick William Richmond(1923-11-15)November 15, 1923Boston, Massachusetts, U.S.DiedDecember 28, 2019(2019-12-28) (aged 96)Manhattan, New York, U.S.Political partyDemocraticSpouse(s)Monique Alice Pflieger(m. 1955; div. 1957)Children1EducationBoston University (BA)","https://en.wikipedia.org/wiki/Fred_Richmond"
"1426","Leo C. Zeferetti","Leo C. ZeferettiMember of the U.S. House of Representativesfrom New York's 15th districtIn officeJanuary 3, 1975 – January 3, 1983Preceded byHugh L. CareySucceeded byS. William Green
Personal detailsBorn(1927-07-15)July 15, 1927Brooklyn, New York City, New YorkDiedMarch 21, 2018(2018-03-21) (aged 90)Davie, FloridaPolitical partyDemocraticAlma materNew York University Baruch CollegeMilitary serviceAllegiance United StatesBranch/serviceUnited States Navy","https://en.wikipedia.org/wiki/Leo_C._Zeferetti"
"1427","Matthew F. McHugh","Matt McHughMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1975 – January 3, 1993Preceded byHoward W. RobisonSucceeded byLouise Slaughter(redistricting)Constituency27th district (1975–83)28th district (1983–93)
Personal detailsBornMatthew Francis McHugh (1938-12-06) December 6, 1938 (age 81)Philadelphia, Pennsylvania, U.S.Political partyDemocraticSpouse(s)Eileen McHughEducationMount St. Mary's University (BS)Villanova University (JD)","https://en.wikipedia.org/wiki/Matthew_F._McHugh"
"1428","John J. LaFalce","John J. LaFalceMember of theU.S. House of Representativesfrom New YorkIn officeJanuary 3, 1975 – January 3, 2003Constituency36th district (1975–83)32nd district (1983–93)29th district (1993–2003)Preceded byHenry P. Smith IIISucceeded byAmo Houghton(redistricting)Member of the New York State Assembly from the 140th districtIn officeJanuary 1, 1973 – December 31, 1974Preceded byJames T. McFarlandSucceeded byHarold H. IzardMember of the New York State Senate from the 53rd districtIn officeJanuary 1, 1971 – December 31, 1972Preceded byWilliam E. AdamsSucceeded byGordon J. DeHond
Personal detailsBorn (1939-10-06) October 6, 1939 (age 80)Buffalo, New YorkPolitical partyDemocraticSpouse(s)Patricia Fisher LaFalceEducationCanisius College (BA)Villanova University (JD)Military serviceAllegiance United StatesBranch/service United States ArmyYears of service1965–1967Rank Captain","https://en.wikipedia.org/wiki/John_J._LaFalce"
"1429","Henry J. Nowak","Henry James NowakMember of the U.S. House of Representativesfrom New York's 33rd districtIn officeJanuary 3, 1983 – January 3, 1993Preceded byGary A. LeeSucceeded byDistrict 33 eliminated after the 1990 Census and became part of 30th DistrictMember of the U.S. House of Representativesfrom New York's 37th districtIn officeJanuary 3, 1975 – January 3, 1983Preceded byThaddeus J. DulskiSucceeded byDistrict 37 eliminated after the 1980 Census
Personal detailsBorn (1935-02-21) February 21, 1935 (age 84)Buffalo, New YorkCitizenship United StatesPolitical partyDemocratic PartyProfessionAttorney
politicianMilitary serviceAllegiance United States of AmericaBranch/serviceUnited States Army","https://en.wikipedia.org/wiki/Henry_J._Nowak"
"1430","Theodore S. Weiss","Theodore S. WeissMember of the U.S. House of Representativesfrom New York's 17th districtIn officeJanuary 3, 1983 – September 14, 1992Preceded byGuy MolinariSucceeded byJerry NadlerMember of the U.S. House of Representativesfrom New York's 20th districtIn officeJanuary 3, 1977 – January 3, 1983Preceded byBella AbzugSucceeded byRichard OttingerMember of the New York City Councilfrom the 4th districtIn officeJanuary 1, 1974 – December 31, 1976Preceded byCarter BurdenSucceeded byRuth MessingerMember of the New York City Councilfrom the 3rd districtIn officeJanuary 1, 1966 – December 31, 1973Preceded bynew districtSucceeded byMiriam FriedlanderMember of the New York City Councilfrom the 3rd districtIn officeJanuary 1, 1962 – December 31, 1965Preceded byLouis OkinSucceeded byJulius Moskowitz
Personal detailsBornSeptember 17, 1927Gáva, HungaryDiedSeptember 14, 1992(1992-09-14) (aged 64)New York City, United StatesPolitical partyDemocraticMilitary serviceAllegianceUnited States of AmericaBranch/serviceUnited States ArmyYears of service1946 – 1947","https://en.wikipedia.org/wiki/Theodore_S._Weiss"
"1431","Bruce F. Caputo","Bruce F. CaputoMember of the U.S. House of Representativesfrom New York's 23rd districtIn officeJanuary 3, 1977 – January 3, 1979Preceded byPeter A. PeyserSucceeded byPeter A. PeyserMember of the New York State Assemblyfrom the 87th districtIn officeJanuary 1, 1973 – December 31, 1976Preceded byThomas J. McInerneySucceeded byThomas J. McInerney
Personal detailsBornBruce Faulkner Caputo (1943-08-07) August 7, 1943 (age 76)New York CityPolitical partyRepublican PartySpouse(s)Bonnie CaputoResidenceNew York, New YorkAlma materHarvard University Georgetown Law SchoolOccupationAttorney","https://en.wikipedia.org/wiki/Bruce_Faulkner_Caputo"
"1432","Stan Lundine","Stan LundineLieutenant Governor of New YorkIn officeJanuary 1, 1987 – December 31, 1994GovernorMario CuomoPreceded byWarren M. Anderson (acting)Succeeded byBetsy McCaughey RossMember of the U.S. House of Representatives from New YorkIn officeMarch 2, 1976 – December 31, 1986Preceded byJames F. HastingsSucceeded byAmo HoughtonConstituency39th district (1976–83)34th district (1983–86)18th Mayor of Jamestown, New YorkIn office1970–1976Preceded byCharles B. MagnusonSucceeded bySteven B. Carlson
Personal detailsBornStanley Nelson Lundine (1939-02-04) February 4, 1939 (age 80)Jamestown, New YorkPolitical partyDemocraticProfessionLawyer","https://en.wikipedia.org/wiki/Stan_Lundine"
"1433","Geraldine Ferraro","Geraldine FerraroUnited States Ambassador to the United Nations Commission on Human RightsIn officeMarch 4, 1993 – October 11, 1996PresidentBill ClintonPreceded byArmando ValladaresSucceeded byNancy RubinSecretary of the House Democratic CaucusIn officeJanuary 3, 1981 – January 3, 1985LeaderTip O'NeillPreceded byShirley ChisholmSucceeded byMary OakarMember of the U.S. House of Representativesfrom New York's 9th districtIn officeJanuary 3, 1979 – January 3, 1985Preceded byJames DelaneySucceeded byThomas Manton
Personal detailsBornGeraldine Anne Ferraro(1935-08-26)August 26, 1935Newburgh, New York, U.S.DiedMarch 26, 2011(2011-03-26) (aged 75)Boston, Massachusetts, U.S.Political partyDemocraticSpouse(s)John Zaccaro (m. 1960)Children3EducationMarymount Manhattan College (BA)Fordham University (JD)Signature","https://en.wikipedia.org/wiki/Geraldine_Ferraro"
