"","year","State","District","Politician","Politician_Party","Politician_Vote_Share","Opp","Opp_Party","Opp_Vote_Share","Unopposed","Wiki_Missing","Close_Election","Leg_Body"
"9038",1928,"Mississippi","2","Wall Doxey","100",NA,NA,NA,NA,1,0,NA,2
"9039",1928,"Mississippi","3","William Madison Whittington","100",NA,NA,NA,NA,1,0,NA,2
"9040",1928,"Mississippi","4","Jeff Busby","100",NA,NA,NA,NA,1,0,NA,2
"9041",1928,"Mississippi","5","Ross A. Collins","100",NA,NA,NA,NA,1,0,NA,2
"9042",1928,"Mississippi","6","Robert S. Hall","100",NA,NA,NA,NA,1,0,NA,2
"9043",1928,"Mississippi","7","Percy E. Quin","100",NA,NA,NA,NA,1,0,NA,2
"9044",1928,"Mississippi","8","James W. Collier","100",NA,NA,NA,NA,1,0,NA,2
"9045",1932,"Mississippi","1","John E. Rankin","100",97,"T. C. Moore ","200",1.5,0,0,0,2
"9046",1932,"Mississippi","2","Wall Doxey","100",98.5,"L. E. Oldham ","200",0.9,0,0,0,2
"9047",1932,"Mississippi","3","William Madison Whittington","100",95.7,"J. T. Spence ","200",2.5,0,0,0,2
"9048",1932,"Mississippi","4","Jeff Busby","100",97.8,"D. F. Elliott ","200",1.2,0,0,0,2
"9049",1932,"Mississippi","5","Ross A. Collins","100",97,"F. M. Robertson ","200",1.6,0,0,0,2
"9050",1932,"Mississippi","6","William M. Colmer","100",94.5,"John R. Tally ","200",4.4,0,0,0,2
"9051",1932,"Mississippi","7","Lawrence Russell Ellzey","100",95.6,"George W. Forbes ","200",2.6,0,0,0,2
"9052",1936,"Mississippi","1","John E. Rankin","100",98,"E. A. Williams ","200",2,0,0,0,2
"9053",1936,"Mississippi","2","Wall Doxey","100",98.9,"W. M. McDonough ","200",1.1,0,0,0,2
"9054",1936,"Mississippi","3","William Madison Whittington","100",97.5,"W. W. Gilbert ","200",2.5,0,0,0,2
"9055",1936,"Mississippi","4","Aaron L. Ford","100",100,"N. B. Woods ","200",0.01,0,0,0,2
"9056",1936,"Mississippi","5","Ross A. Collins","100",99.4,"D. V. Johnson ","200",0.6,0,0,0,2
"9057",1936,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9058",1936,"Mississippi","7","Dan R. McGehee","100",97.5,"L. R. Collins ","200",2.5,0,0,0,2
"9059",1938,"Mississippi","1","John E. Rankin","100",NA,NA,NA,NA,1,0,NA,2
"9060",1938,"Mississippi","2","Wall Doxey","100",NA,NA,NA,NA,1,0,NA,2
"9061",1938,"Mississippi","3","William Madison Whittington","100",NA,NA,NA,NA,1,0,NA,2
"9062",1938,"Mississippi","4","Aaron L. Ford","100",NA,NA,NA,NA,1,0,NA,2
"9063",1938,"Mississippi","5","Ross A. Collins","100",NA,NA,NA,NA,1,0,NA,2
"9064",1938,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9065",1938,"Mississippi","7","Dan R. McGehee","100",NA,NA,NA,NA,1,0,NA,2
"9066",1940,"Mississippi","1","John E. Rankin","100",NA,NA,NA,NA,1,0,NA,2
"9067",1940,"Mississippi","2","Wall Doxey","100",NA,NA,NA,NA,1,0,NA,2
"9068",1940,"Mississippi","3","William Madison Whittington","100",NA,NA,NA,NA,1,0,NA,2
"9069",1940,"Mississippi","4","Aaron L. Ford","100",NA,NA,NA,NA,1,0,NA,2
"9070",1940,"Mississippi","5","Ross A. Collins","100",NA,NA,NA,NA,1,0,NA,2
"9071",1940,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9072",1940,"Mississippi","7","Dan R. McGehee","100",NA,NA,NA,NA,1,0,NA,2
"9073",1942,"Mississippi","1","John E. Rankin","100",NA,NA,NA,NA,1,0,NA,2
"9074",1942,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9075",1942,"Mississippi","3","William Madison Whittington","100",NA,NA,NA,NA,1,0,NA,2
"9076",1942,"Mississippi","4","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9077",1942,"Mississippi","5","W. Arthur Winstead","100",NA,NA,NA,NA,1,0,NA,2
"9078",1942,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9079",1942,"Mississippi","7","Dan R. McGehee","100",NA,NA,NA,NA,1,0,NA,2
"9080",1944,"Mississippi","1","John E. Rankin","100",96.9,"A. P. Wilkay ","200",3.1,0,0,0,2
"9081",1944,"Mississippi","2","Jamie L. Whitten","100",98.7,"William McDonough ","200",1.3,0,0,0,2
"9082",1944,"Mississippi","3","William Madison Whittington","100",96.4,"R. C. Patrick ","200",3.6,0,0,0,2
"9083",1944,"Mississippi","4","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9084",1944,"Mississippi","5","W. Arthur Winstead","100",NA,NA,NA,NA,1,0,NA,2
"9085",1944,"Mississippi","6","William M. Colmer","100",95.7,"Ruth L. Smith ","200",4.3,0,0,0,2
"9086",1944,"Mississippi","7","Dan R. McGehee","100",92.8,"L. R. Collins ","200",7.2,0,0,0,2
"9087",1946,"Mississippi","1","John E. Rankin","100",NA,NA,NA,NA,1,0,NA,2
"9088",1946,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9089",1946,"Mississippi","3","William Madison Whittington","100",NA,NA,NA,NA,1,0,NA,2
"9090",1946,"Mississippi","4","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9091",1946,"Mississippi","5","W. Arthur Winstead","100",NA,NA,NA,NA,1,0,NA,2
"9092",1946,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9093",1946,"Mississippi","7","John Bell Williams","100",NA,NA,NA,NA,1,0,NA,2
"9094",1948,"Mississippi","1","John E. Rankin","100",NA,NA,NA,NA,1,0,NA,2
"9095",1948,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9096",1948,"Mississippi","3","William Madison Whittington","100",NA,NA,NA,NA,1,0,NA,2
"9097",1948,"Mississippi","4","Thomas Abernethy","100",98.4,"W. B. Smith ","200",1.6,0,0,0,2
"9098",1948,"Mississippi","5","W. Arthur Winstead","100",NA,NA,NA,NA,1,0,NA,2
"9099",1948,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9100",1948,"Mississippi","7","John Bell Williams","100",NA,NA,NA,NA,1,0,NA,2
"9101",1950,"Mississippi","1","John E. Rankin","100",92.5,"Glenn Hayes ","200",7.5,0,0,0,2
"9102",1950,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9103",1950,"Mississippi","3","Frank E. Smith","100",92.5,"Nelson E. Taylor ","200",7.5,0,0,0,2
"9104",1950,"Mississippi","4","Thomas Abernethy","100",95.8,"G. O. Deaton ","200",4.2,0,0,0,2
"9105",1950,"Mississippi","5","W. Arthur Winstead","100",97.6,"J. Clay Erwin ","200",2.4,0,0,0,2
"9106",1950,"Mississippi","6","William M. Colmer","100",87.9,"Frank H. Harper ","I",12.1,0,0,0,2
"9107",1950,"Mississippi","7","John Bell Williams","100",96.4,"James A. White ","200",3.6,0,0,0,2
"9108",1952,"Mississippi","1","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9109",1952,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9110",1952,"Mississippi","3","Frank E. Smith","100",87.2,"Paul Clark ","200",12.8,0,0,0,2
"9111",1952,"Mississippi","4","John Bell Williams","100",NA,NA,NA,NA,1,0,NA,2
"9112",1952,"Mississippi","5","W. Arthur Winstead","100",94.1,"Henry J. Maddox ","200",NA,0,0,NA,2
"9113",1952,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9114",1954,"Mississippi","1","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9115",1954,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9116",1954,"Mississippi","3","Frank E. Smith","100",NA,NA,NA,NA,1,0,NA,2
"9117",1954,"Mississippi","4","John Bell Williams","100",NA,NA,NA,NA,1,0,NA,2
"9118",1954,"Mississippi","5","W. Arthur Winstead","100",NA,NA,NA,NA,1,0,NA,2
"9119",1954,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9120",1956,"Mississippi","1","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9121",1956,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9122",1956,"Mississippi","3","Frank E. Smith","100",NA,NA,NA,NA,1,0,NA,2
"9123",1956,"Mississippi","4","John Bell Williams","100",NA,NA,NA,NA,1,0,NA,2
"9124",1956,"Mississippi","5","W. Arthur Winstead","100",NA,NA,NA,NA,1,0,NA,2
"9125",1956,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9126",1958,"Mississippi","1","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9127",1958,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9128",1958,"Mississippi","3","Frank E. Smith","100",NA,NA,NA,NA,1,0,NA,2
"9129",1958,"Mississippi","4","John Bell Williams","100",NA,NA,NA,NA,1,0,NA,2
"9130",1958,"Mississippi","5","W. Arthur Winstead","100",NA,NA,NA,NA,1,0,NA,2
"9131",1958,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9132",1960,"Mississippi","1","Thomas Abernethy","100",93.6,"Edward W. Scott ","200",6.4,0,0,0,2
"9133",1960,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9134",1960,"Mississippi","3","Frank E. Smith","100",92.7,"W. A. Clark ","200",7.3,0,0,0,2
"9135",1960,"Mississippi","4","John Bell Williams","100",NA,NA,NA,NA,1,0,NA,2
"9136",1960,"Mississippi","5","W. Arthur Winstead","100",NA,NA,NA,NA,1,0,NA,2
"9137",1960,"Mississippi","6","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9138",1962,"Mississippi","1","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9139",1962,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9140",1962,"Mississippi","3","John Bell Williams","100",NA,NA,NA,NA,1,0,NA,2
"9141",1962,"Mississippi","4","W. Arthur Winstead","100",83,"Sterling P. Davis, Jr. ","I",17,0,0,0,2
"9142",1962,"Mississippi","5","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9143",1966,"Mississippi","1","Thomas Abernethy","100",68.8,"
William Alexander ","Independent",21.3,0,0,0,2
"9144",1966,"Mississippi","2","Jamie L. Whitten","100",83.5,"
S. B. Wise ","200",16.5,0,0,0,2
"9145",1966,"Mississippi","3","John Bell Williams","100",82.4,"
Emma Sanders ","Independent",17.6,0,0,0,2
"9146",1966,"Mississippi","4","Gillespie V. Montgomery","100",65.3,"
L. L. McAllister Jr. ","200",32.6,0,0,0,2
"9147",1966,"Mississippi","5","William M. Colmer","100",70,"
James M. Moye ","200",30,0,0,0,2
"9148",1968,"Mississippi","1","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9149",1968,"Mississippi","2","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9150",1968,"Mississippi","3","Charles H. Griffin","100",NA,NA,NA,NA,1,0,NA,2
"9151",1968,"Mississippi","4","Gillespie V. Montgomery","100",70,"Prentiss Walker ","200",30,0,0,0,2
"9152",1968,"Mississippi","5","William M. Colmer","100",NA,NA,NA,NA,1,0,NA,2
"9153",1970,"Mississippi","1","Thomas Abernethy","100",NA,NA,NA,NA,1,0,NA,2
"9154",1970,"Mississippi","2","Jamie L. Whitten","100",86.5,"
Eugene Carter ","Independent",13.5,0,0,0,2
"9155",1970,"Mississippi","3","Charles H. Griffin","100",63.7,"
Ray Lee ","200",36.3,0,0,0,2
"9156",1970,"Mississippi","4","Gillespie V. Montgomery","100",NA,NA,NA,NA,1,0,NA,2
"9157",1970,"Mississippi","5","William M. Colmer","100",90.4,"
Earnest J. Creel ","Independent",9.6,0,0,0,2
"9158",1972,"Mississippi","1","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9159",1972,"Mississippi","2","David R. Bowen","100",61.9,"Carl Butler ","200",34.7,0,0,0,2
"9160",1972,"Mississippi","3","Gillespie V. Montgomery","100",NA,NA,NA,NA,1,0,NA,2
"9161",1972,"Mississippi","4","Thad Cochran","200",47.9,"Ellis B. Bodron ","100",44,0,0,0,2
"9162",1972,"Mississippi","5","Trent Lott","200",55.3,"Ben Stone ","100",44.2,0,0,0,2
"9163",1974,"Mississippi","1","Jamie L. Whitten","100",88.2,"Jack Benney ","Independent",11.8,0,0,0,2
"9164",1974,"Mississippi","2","David R. Bowen","100",66.1,"Ben F. Hilbun Jr. ","200",27.7,0,0,0,2
"9165",1974,"Mississippi","3","Gillespie V. Montgomery","100",NA,NA,NA,NA,1,0,NA,2
"9166",1974,"Mississippi","4","Thad Cochran","200",70.2,"Kenneth L. Dean ","100",28.8,0,0,0,2
"9167",1974,"Mississippi","5","Trent Lott","200",73,"Walter Wilson Murphey ","100",14.4,0,0,0,2
"9168",1976,"Mississippi","1","Jamie L. Whitten","100",NA,NA,NA,NA,1,0,NA,2
"9169",1976,"Mississippi","2","David R. Bowen","100",63,"Roland Byrd ","200",35.7,0,0,0,2
"9170",1976,"Mississippi","3","Gillespie V. Montgomery","100",93.9,"Dorothy Colby Cleveland ","200",6.1,0,0,0,2
"9171",1976,"Mississippi","4","Thad Cochran","200",76,"Sterling P. Davis ","100",21.6,0,0,0,2
"9172",1976,"Mississippi","5","Trent Lott","200",68.2,"Gerald Blessey ","100",31.8,0,0,0,2
"9173",1978,"Mississippi","1","Jamie L. Whitten","100",66.6,"Terrill K. Moffett ","200",31,0,0,0,2
"9174",1978,"Mississippi","2","David R. Bowen","100",61.7,"Roland Byrd ","200",38.3,0,0,0,2
"9175",1978,"Mississippi","3","Gillespie V. Montgomery","100",92.4,"Dorothy Eleanor Cleveland ","200",7.6,0,0,0,2
"9176",1978,"Mississippi","4","Jon Hinson","200",51.6,"John Hampton Stennis ","100",26.4,0,0,0,2
"9177",1978,"Mississippi","5","Trent Lott","200",NA,NA,NA,NA,1,0,NA,2
"9178",1980,"Mississippi","1","Jamie L. Whitten","100",63,"Terrill K. Moffett ","200",37,0,0,0,2
"9179",1980,"Mississippi","2","David R. Bowen","100",69.6,"Frank Drake ","200",30.4,0,0,0,2
"9180",1980,"Mississippi","3","Gillespie V. Montgomery","100",NA,NA,NA,NA,1,0,NA,2
"9181",1980,"Mississippi","4","Jon Hinson","200",39,"Leslie Burl McLemore ","Independent",29.8,0,0,0,2
"9182",1980,"Mississippi","5","Trent Lott","200",73.9,"Jimmy McVeay ","100",26.1,0,0,0,2
"9183",1982,"Mississippi","1","Jamie L. Whitten","100",70.9,"
Fran Fawcett ","200",29.1,0,0,0,2
"9184",1982,"Mississippi","2","Webb Franklin","200",50.3,"
Robert G. Clark ","100",48.4,0,0,1,2
"9185",1982,"Mississippi","3","Gillespie V. Montgomery","100",93.1,"
James Bradshaw ","Independent",6.9,0,0,0,2
"9186",1982,"Mississippi","4","Wayne Dowdy","100",52.5,"
Liles Williams ","200",45.6,0,0,0,2
"9187",1982,"Mississippi","5","Trent Lott","200",78.5,"
Arlon Coate ","100",21.5,0,0,0,2
"9188",1986,"Mississippi","1","Jamie L. Whitten","100",66.4,"
Larry Cobb ","200",33.6,0,0,0,2
"9189",1986,"Mississippi","2","Mike Espy","100",51.7,"
Webb Franklin ","200",48.3,0,0,0,2
"9190",1986,"Mississippi","3","Gillespie V. Montgomery","100",NA,NA,NA,NA,1,0,NA,2
"9191",1986,"Mississippi","4","Wayne Dowdy","100",71.5,"
Gail Healy ","200",28.5,0,0,0,2
"9192",1986,"Mississippi","5","Trent Lott","200",82.3,"
Larry L. Albritton ","100",17.7,0,0,0,2
"9193",1988,"Mississippi","1","Jamie L. Whitten","100",78.2,"Jim Bush ","200",21.8,0,0,0,2
"9194",1988,"Mississippi","2","Mike Espy","100",64.7,"Jack Coleman ","200",34.5,0,0,0,2
"9195",1988,"Mississippi","3","Gillespie V. Montgomery","100",93.9,"Jimmie Ray Bourland ","200",6.1,0,0,0,2
"9196",1988,"Mississippi","4","Mike Parker","100",54.8,"Thomas Collins ","200",44,0,0,0,2
"9197",1988,"Mississippi","5","Larkin I. Smith","200",55,"Gene Taylor ","100",45,0,0,0,2
"9198",1990,"Mississippi","1","Jamie L. Whitten","100",64.9,"
Bill Bowlin ","200",35.1,0,0,0,2
"9199",1990,"Mississippi","2","Mike Espy","100",84.1,"
Dorothy Benford ","200",15.9,0,0,0,2
"9200",1990,"Mississippi","3","Sonny Montgomery","100",NA,NA,NA,NA,1,0,NA,2
"9201",1990,"Mississippi","4","Michael Parker","100",80.6,"
Jerry Parks ","200",19.4,0,0,0,2
"9202",1990,"Mississippi","5","Gene Taylor","100",81.4,"
Sheila Smith ","200",18.6,0,0,0,2
"9203",1996,"Mississippi","1","Roger Wicker","200",67.62,"Henry Boyd ","100",30.6,0,0,0,2
"9204",1996,"Mississippi","2","Bennie Thompson","100",59.62,"Danny Covington ","200",37.96,0,0,0,2
"9205",1996,"Mississippi","3","Chip Pickering","200",61.36,"John Eaves ","100",36.49,0,0,0,2
"9206",1996,"Mississippi","4","Mike Parker","200",61.22,"Kevin Antoine ","100",36.39,0,0,0,2
"9207",1996,"Mississippi","5","Gene Taylor","100",58.28,"Dennis Dollar ","200",40.08,0,0,0,2
"9208",1998,"Mississippi","1","Roger Wicker","200",67.2,"Rex Weathersr ","100",30.6,0,0,0,2
"9209",1998,"Mississippi","2","Bennie Thompson","100",71.2,"Will Chipman ","Libertarian",28.8,0,0,0,2
"9210",1998,"Mississippi","3","Chip Pickering","200",84.6,"Charles T. Scarborough ","Libertarian",15.4,0,0,0,2
"9211",1998,"Mississippi","5","Gene Taylor","100",77.8,"Randy McDonnell ","200",19.1,0,0,0,2
"9212",2000,"Mississippi","1","Roger Wicker","200",69.8,"
Joey Grist ","100",28.6,0,0,0,2
"9213",2000,"Mississippi","2","Bennie Thompson","100",65.1,"
Hardy Caraway ","200",31.2,0,0,0,2
"9214",2000,"Mississippi","3","Chip Pickering","200",73.2,"
William Clay Thrash ","100",25.7,0,0,0,2
"9215",2000,"Mississippi","4","Ronnie Shows","100",58.1,"
Dunn Lampton ","200",39.8,0,0,0,2
"9216",2000,"Mississippi","5","Gene Taylor","100",78.8,"
Randy McDonnell ","200",18.2,0,0,0,2
"9217",2002,"Mississippi","1","Roger Wicker","200",71.43,"Rex Weathers ","100",24.2,0,0,0,2
"9218",2002,"Mississippi","2","Bennie Thompson","100",55.14,"Clinton LeSueur ","200",42.75,0,0,0,2
"9219",2002,"Mississippi","3","Chip Pickering","200",63.76,"Ronnie Shows ","100",34.76,0,0,0,2
"9220",2002,"Mississippi","4","Gene Taylor","100",75.21,"Karl Mertz ","200",21.24,0,0,0,2
"9221",2004,"Mississippi","1","Roger Wicker","200",79,"
Barbara Dale Washer ","200eform",21,0,0,0,2
"9222",2004,"Mississippi","2","Bennie Thompson","100",58.4,"
Clinton LeSueur ","200",40.6,0,0,0,2
"9223",2004,"Mississippi","3","Chip Pickering","200",80,"
Jim Giles ","Independent",13.8,0,0,0,2
"9224",2004,"Mississippi","4","Gene Taylor","100",64.2,"
Mike Lott ","200",34.5,0,0,0,2
"9225",2006,"Mississippi","1","Roger Wicker","200",65.9,"
Ken Hurt ","100",34.1,0,0,0,2
"9226",2006,"Mississippi","2","Bennie Thompson","100",64.3,"
Yvonne Brown ","200",35.7,0,0,0,2
"9227",2006,"Mississippi","3","Chip Pickering","200",77.7,"
Jim Giles ","Independent",16.1,0,0,0,2
"9228",2006,"Mississippi","4","Gene Taylor","100",79.8,"
Randy McDonnell ","200",20.2,0,0,0,2
"9229",2008,"Mississippi","1","Travis Childers","100",54.5,"
Greg Davis ","200",43.9,0,0,0,2
"9230",2008,"Mississippi","2","Bennie Thompson","100",69.1,"
Richard Cook ","200",30.9,0,0,0,2
"9231",2008,"Mississippi","3","Gregg Harper","200",62.5,"
Joel Gill ","100",37.5,0,0,0,2
"9232",2008,"Mississippi","4","Gene Taylor","100",74.5,"
John McCay ","200",25.5,0,0,0,2
"9233",2012,"Mississippi","1","Alan Nunnelee","200",60.4,"Brad Morris ","100",36.7,0,0,0,2
"9234",2012,"Mississippi","2","Bennie Thompson","100",67.1,"Bill Marcy ","200",31,0,0,0,2
"9235",2012,"Mississippi","3","Gregg Harper","200",80,"John Pannell ","200eform",20,0,0,0,2
"9236",2012,"Mississippi","4","Steven Palazzo","200",64.1,"Matthew Moore ","100",28.9,0,0,0,2
"9237",2018,"Mississippi","1","Trent Kelly","200",66.9,"
Randy Wadkins ","100",32.4,0,0,0,2
"9238",2018,"Mississippi","2","Bennie Thompson","100",71.8,"",NA,NA,0,0,NA,2
"9239",2018,"Mississippi","3","Michael Guest","200",62.3,"
Michael Evans ","100",36.7,0,0,0,2
"9240",2018,"Mississippi","4","Steven Palazzo","200",68.2,"
Jeramey Anderson ","100",30.7,0,0,0,2
"9241",1920,"Minnesota","1","Sydney Anderson","200",70.4,"Julius J. Reiter ","Farmer–Labor",29.6,0,0,0,2
"9242",1920,"Minnesota","2","Frank Clague","200",65.2,"H. A. Fuller ","Independent",25.6,0,0,0,2
"9243",1920,"Minnesota","3","Charles Russell Davis","200",58.8,"James M. Millett ","100",21.4,0,0,0,2
"9244",1920,"Minnesota","4","Oscar Keller","200",58.7,"Thomas J. Brady ","100",34.2,0,0,0,2
"9245",1920,"Minnesota","5","Walter Newton","200",57.6,"Lynn Thompson ","Farmer–Labor",23.7,0,0,0,2
"9246",1920,"Minnesota","6","Harold Knutson","200",69,"Charles A. Lindbergh ","Independent",31,0,0,0,2
"9247",1920,"Minnesota","7","Andrew J. Volstead","200",47.5,"O. J. Kvale ","Independent",45.6,0,0,1,2
"9248",1920,"Minnesota","8","Oscar J. Larson","200",50.8,"William L. Carss ","100",49.2,0,0,1,2
"9249",1920,"Minnesota","9","Halvor Steenerson","200",52.6,"N. E. Thormodson ","Independent",38.3,0,0,0,2
"9250",1920,"Minnesota","10","Thomas D. Schall","200",68.3,"John G. Soltis ","Farmer–Labor",23.1,0,0,0,2
"9251",1922,"Minnesota","1","Sydney Anderson","200",57.3,"
J. F. Lynn ","100",42.7,0,0,0,2
"9252",1922,"Minnesota","2","Frank Clague","200",NA,NA,NA,NA,1,0,NA,2
"9253",1922,"Minnesota","3","Charles Russell Davis","200",69.8,"
Lillien Cox Gault ","100",30.2,0,0,0,2
"9254",1922,"Minnesota","4","Oscar Keller","200",58.7,"
Paul E. Doty ","100",35.6,0,0,0,2
"9255",1922,"Minnesota","5","Walter Newton","200",53.8,"
John R. Coan ","100",46.2,0,0,0,2
"9256",1922,"Minnesota","6","Harold Knutson","200",60.9,"
Peter J. Seberger ","Independent",31.7,0,0,0,2
"9257",1922,"Minnesota","7","Ole J. Kvale","Farmer–Labor",59.7,"
Andrew J. Volstead ","200",40.3,0,0,0,2
"9258",1922,"Minnesota","8","Oscar J. Larson","200",53,"
William L. Carss ","100",47,0,0,0,2
"9259",1922,"Minnesota","9","Knud Wefald","Farmer–Labor",56.3,"
Halvor Steenerson ","200",43.7,0,0,0,2
"9260",1922,"Minnesota","10","Thomas D. Schall","200",80.6,"
Henry B. Rutledge ","Progressive",19.4,0,0,0,2
"9261",1924,"Minnesota","1","Allen J. Furlow","200",53.4,"Julius J. Reiter ","FL",36.8,0,0,0,2
"9262",1924,"Minnesota","2","Frank Clague","200",60.5,"O. F. Swanjord ","FL",39.5,0,0,0,2
"9263",1924,"Minnesota","3","August H. Andresen","200",57.3,"A. C. Welch ","FL",42.7,0,0,0,2
"9264",1924,"Minnesota","4","Oscar Keller","200",47.7,"Dan W. Lawler ","100",36.8,0,0,0,2
"9265",1924,"Minnesota","5","Walter Newton","200",58.9,"A. G. Bastis ","FL",31.7,0,0,0,2
"9266",1924,"Minnesota","6","Harold Knutson","200",54.1,"S. C. Shipstead ","FL",45.9,0,0,0,2
"9267",1924,"Minnesota","7","Ole J. Kvale","FL",58.5,"Gunnar B. Bjornson ","200",41.5,0,0,0,2
"9268",1924,"Minnesota","8","William L. Carss","FL",54.3,"Victor L. Power ","200",45.7,0,0,0,2
"9269",1924,"Minnesota","9","Knud Wefald","FL",56.8,"F. H. Peterson ","200",43.2,0,0,0,2
"9270",1924,"Minnesota","10","Godfrey G. Goodwin","200",53.8,"George D. Brewer ","FL",41.1,0,0,0,2
"9271",1926,"Minnesota","1","Allen J. Furlow","200",74.5,"L. B. Hanna ","100",25.5,0,0,0,2
"9272",1926,"Minnesota","2","Frank Clague","200",NA,NA,NA,NA,1,0,NA,2
"9273",1926,"Minnesota","3","August H. Andresen","200",63.3,"August M. Gagen ","FL",21.3,0,0,0,2
"9274",1926,"Minnesota","4","Melvin J. Maas","200",54.3,"Thomas V. Sullivan ","FL",41,0,0,0,2
"9275",1926,"Minnesota","5","Walter Newton","200",64.8,"Albert G. Bastis ","FL",27,0,0,0,2
"9276",1926,"Minnesota","6","Harold Knutson","200",59.4,"Joseph B. Himsel ","FL",40.6,0,0,0,2
"9277",1926,"Minnesota","7","Ole J. Kvale","FL",59,"E. E. Howard ","200",41,0,0,0,2
"9278",1926,"Minnesota","8","William L. Carss","FL",55.4,"Oscar J. Larson ","200",44.6,0,0,0,2
"9279",1926,"Minnesota","9","Conrad Selvig","200",50.7,"Knud Wefald ","FL",49.3,0,0,1,2
"9280",1926,"Minnesota","10","Godfrey G. Goodwin","200",59.1,"Ernest Lundeen ","FL",34.5,0,0,0,2
"9281",1928,"Minnesota","1","Victor Christgau","200",64.8,"James F. Lynn ","100",35.2,0,0,0,2
"9282",1928,"Minnesota","2","Frank Clague","200",69.4,"J. A. Cashel ","100",30.6,0,0,0,2
"9283",1928,"Minnesota","3","August H. Andresen","200",58.8,"Charles C. Kolars ","100",22.2,0,0,0,2
